SL.NO,All India Rank,Course Code,Name of the College Allotted.,Course Name,Allotted Category,Course_fees,Status,Exam year,Counselling Type,State,Round,District
145,2059,M48PC4,"St. Johns Medical College,Johnnagar, Sarjapur Road,Bangalore",M.D. General Medicine,RC2,1240775.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Bangalore
146,2068,M01GD6,"Bangalore Medical College and Research Institute ,Fort, K.R Road,Bangalore",M.S. Obstetrics and Gynecology,2AG,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Bangalore
147,2080,M02GC5,"Mysore Medical College and Research Institute,Irvin Road,Mysore",M.D. Radio Diagnosis,SCG,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Mysore
148,2091,M02GC7,"Mysore Medical College and Research Institute,Irvin Road,Mysore",M.D. Respiratory Medicine,3BG,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Mysore
149,2100,M01GC3,"Bangalore Medical College and Research Institute ,Fort, K.R Road,Bangalore",M.D. Paediatrics,3BG,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Bangalore
150,2105,M16PC5,"Kempegowda Institute of Medical Sciences ,B.S.K II Stage,Bangalore",M.D. Radio Diagnosis,GMP,1388744.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Bangalore
151,2113,M12GC3,"Indira Gandhi Institute of Child Health ,Bangalore",M.D. Paediatrics,GMH,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Bangalore
152,2145,M02GD6,"Mysore Medical College and Research Institute,Irvin Road,Mysore",M.S. Obstetrics and Gynecology,GMH,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Mysore
153,2146,M14PC5,"Jaya Jagadguru Murugharajendra Medical College ,Davangere",M.D. Radio Diagnosis,OPN,1388744.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Davangere
154,2171,M07GC4,"Hassan Institute of Medical Sciences ,Hassan",M.D. General Medicine,2AG,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Hassan
155,2199,M06GC3,"Belgaum Institute of Medical Sciences ,Dr B R Ambedkar Road,Belgaum",M.D. Paediatrics,GM,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Belgaum
156,2218,M50GC3,"Gadag Institute of Medical Sciences,MULGUND ROAD,GADAG",M.D. Paediatrics,GM,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Gadag
157,2222,M16GC5,"Kempegowda Institute of Medical Sciences ,B.S.K II Stage,Bangalore",M.D. Radio Diagnosis,2BG,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Bangalore
158,2238,M06GC4,"Belgaum Institute of Medical Sciences ,Dr B R Ambedkar Road,Belgaum",M.D. General Medicine,2AG,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Belgaum
159,2239,M57GC3,"Koppal Institute of Medical Sciences, Koppal",M.D. Paediatrics,GM,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Koppal
160,2267,M61GC3,"Kodagu Institute of Medical Sciences, Madikeri",M.D. Paediatrics,GM,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Kodagu
161,2269,M14GC1,"Jaya Jagadguru Murugharajendra Medical College ,Davangere",M.D. Dermatology,GM,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Davangere
162,2276,M01GD4,"Bangalore Medical College and Research Institute ,Fort, K.R Road,Bangalore",M.D. Anaesthesia,GM,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Bangalore
163,2289,M43GC4,"Sapthagiri Institute of Medical Sciences ,Bangalore",M.D. General Medicine,GM,809608.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Bangalore
164,2293,M25PC4,"Father Muller Institute of Med. Education and Research ,Father Muller Road,Kankanady,Mangalore",M.D. General Medicine,OPN,1388744.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Mangalore
165,2299,M11GC5,"Kidwai Cancer Institute,Bangalore",M.D. Radio Diagnosis,SCG,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Bangalore
166,2324,M15PC5,"M.S.Ramaiah Medical College ,MSR Nagar, MSRIT Post,Mathikere,Bangalore",M.D. Radio Diagnosis,OPN,5540750.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Bangalore
167,2344,M05GD6,"Mandya Institute of Medical Sciences ,District Hospital,Mandya",M.S. Obstetrics and Gynecology,GM,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Mandya
168,2366,M14GC4,"Jaya Jagadguru Murugharajendra Medical College ,Davangere",M.D. General Medicine,3BG,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Davangere
169,2385,M16GC4,"Kempegowda Institute of Medical Sciences ,B.S.K II Stage,Bangalore",M.D. General Medicine,3AG,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Bangalore
170,2391,M01GD6,"Bangalore Medical College and Research Institute ,Fort, K.R Road,Bangalore",M.S. Obstetrics and Gynecology,3AG,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Bangalore
171,2397,M43GC5,"Sapthagiri Institute of Medical Sciences ,Bangalore",M.D. Radio Diagnosis,GM,809608.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Bangalore
172,2423,M01GC4,"Bangalore Medical College and Research Institute ,Fort, K.R Road,Bangalore",M.D. General Medicine,1G,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Bangalore
173,2502,M21GC1,"Shymanuru Shivashankarappa Institute Of Medical Sciences ,NH-4 Bypass Road,Davangere",M.D. Dermatology,GM,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Davangere
174,2504,M16PC5,"Kempegowda Institute of Medical Sciences ,B.S.K II Stage,Bangalore",M.D. Radio Diagnosis,GMP,1388744.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Bangalore
175,2510,M04GC4,"Vijayanagar Institute of Medical Sciences ,Bellary",M.D. General Medicine,1H,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Bellary
176,2534,M01GD3,"Bangalore Medical College and Research Institute ,Fort, K.R Road,Bangalore",M.S. Orthopedics,GM,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Bangalore
177,2561,M03GC3,"Karnataka Institute of Medical Sciences ,Hubli, Dharwad",M.D. Paediatrics,3AG,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Dharwad
178,2562,M08GD6,"Shimoga Institute of Medical Sciences ,Sagar Road,Shimoga",M.S. Obstetrics and Gynecology,GM,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Shimoga
179,2563,M46GC4,"B G S Global Institute of Medical Sciences,Bangalore",M.D. General Medicine,GM,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Bangalore
180,2583,M01GD5,"Bangalore Medical College and Research Institute ,Fort, K.R Road,Bangalore",M.S. General Surgery,GM,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Bangalore
181,2607,M01GC1,"Bangalore Medical College and Research Institute ,Fort, K.R Road,Bangalore",M.D. Dermatology,1G,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Bangalore
182,2611,M07GD6,"Hassan Institute of Medical Sciences ,Hassan",M.S. Obstetrics and Gynecology,GM,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Hassan
183,2616,M02GD5,"Mysore Medical College and Research Institute,Irvin Road,Mysore",M.S. General Surgery,GM,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Mysore
184,2639,M14PC5,"Jaya Jagadguru Murugharajendra Medical College ,Davangere",M.D. Radio Diagnosis,GMP,1388744.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Davangere
185,2660,M21PC5,"Shymanuru Shivashankarappa Institute Of Medical Sciences ,NH-4 Bypass Road,Davangere",M.D. Radio Diagnosis,OPN,1388744.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Davangere
186,2662,M46GC1,"B G S Global Institute of Medical Sciences,Bangalore",M.D. Dermatology,GM,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Bangalore
187,2670,M18GC4,"Adichunchanagiri Institute of Medical Sciences ,B.G Nagar,Nagamangal Tq,Bellur, Mandya Dist. (P)",M.D. General Medicine,GM,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Mandya
188,2678,M31GC5,"A.J.Institute of Medical Sciences ,NH 17, Kuntikana,Mangalore",M.D. Radio Diagnosis,3AG,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Mangalore
189,2704,M15GC5,"M.S.Ramaiah Medical College ,MSR Nagar, MSRIT Post,Mathikere,Bangalore",M.D. Radio Diagnosis,3BG,808858.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Bangalore
190,2732,M31GC4,"A.J.Institute of Medical Sciences ,NH 17, Kuntikana,Mangalore",M.D. General Medicine,3BG,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Mangalore
191,2742,M62GC4,"Chamarajanagar Institute of Medical Sciences, Chamarajanagar",M.D. General Medicine,2BG,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Chamarajanagar
192,2756,M16PC5,"Kempegowda Institute of Medical Sciences ,B.S.K II Stage,Bangalore",M.D. Radio Diagnosis,GMP,1388744.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Bangalore
193,2758,M26PC4,"Vydehi Institute of Medical Science and Research Centre ,No. 82,EPIP Area, Nallurahalli,Mahadevpura, White Field Road,Bangalore",M.D. General Medicine,OPN,1388744.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Bangalore
194,2759,M48PC5,"St. Johns Medical College,Johnnagar, Sarjapur Road,Bangalore",M.D. Radio Diagnosis,RC3,1280775.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Bangalore
195,2802,M61GC3,"Kodagu Institute of Medical Sciences, Madikeri",M.D. Paediatrics,3BG,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Kodagu
196,2827,M43GC4,"Sapthagiri Institute of Medical Sciences ,Bangalore",M.D. General Medicine,GM,809608.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Bangalore
197,2874,M12GC3,"Indira Gandhi Institute of Child Health ,Bangalore",M.D. Paediatrics,2AG,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Bangalore
198,2891,M01GD5,"Bangalore Medical College and Research Institute ,Fort, K.R Road,Bangalore",M.S. General Surgery,3AG,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Bangalore
199,2934,M53GC5,"The Oxford Medical College Hospital and Research Center,Bangalore",M.D. Radio Diagnosis,GM,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Bangalore
200,2935,M01GD4,"Bangalore Medical College and Research Institute ,Fort, K.R Road,Bangalore",M.D. Anaesthesia,GM,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Bangalore
201,2937,M07GC1,"Hassan Institute of Medical Sciences ,Hassan",M.D. Dermatology,2BG,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Hassan
202,2944,M38GD6,"ESI Medical College ,Bangalore",M.S. Obstetrics and Gynecology,GM,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Bangalore
203,2989,M23GC5,"Sri Basaveshwara Medical College and Hospital ,NH-4, S.J.M Campus,Chitradurga",M.D. Radio Diagnosis,GM,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Chitradurga
204,2994,M02GD5,"Mysore Medical College and Research Institute,Irvin Road,Mysore",M.S. General Surgery,GM,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Mysore
205,3004,M01GD3,"Bangalore Medical College and Research Institute ,Fort, K.R Road,Bangalore",M.S. Orthopedics,GM,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Bangalore
206,3051,M08GD6,"Shimoga Institute of Medical Sciences ,Sagar Road,Shimoga",M.S. Obstetrics and Gynecology,GM,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Shimoga
207,3057,M07GC3,"Hassan Institute of Medical Sciences ,Hassan",M.D. Paediatrics,1G,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Hassan
208,3060,M14PC5,"Jaya Jagadguru Murugharajendra Medical College ,Davangere",M.D. Radio Diagnosis,GMP,1388744.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Davangere
209,3061,M51GC7,"SDS Tuberculosis Research, Rajiv Gandhi Inst. of Chest Diseases,Bangalore",M.D. Respiratory Medicine,GM,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Bangalore
210,3074,M15GC3,"M.S.Ramaiah Medical College ,MSR Nagar, MSRIT Post,Mathikere,Bangalore",M.D. Paediatrics,GM,808858.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Bangalore
211,3092,M51GC7,"SDS Tuberculosis Research, Rajiv Gandhi Inst. of Chest Diseases,Bangalore",M.D. Respiratory Medicine,GM,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Bangalore
212,3162,M18GC1,"Adichunchanagiri Institute of Medical Sciences ,B.G Nagar,Nagamangal Tq,Bellur, Mandya Dist. (P)",M.D. Dermatology,GM,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Mandya
213,3165,M43GC4,"Sapthagiri Institute of Medical Sciences ,Bangalore",M.D. General Medicine,GM,809608.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Bangalore
214,3172,M14GC3,"Jaya Jagadguru Murugharajendra Medical College ,Davangere",M.D. Paediatrics,GM,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Davangere
215,3178,M02GD5,"Mysore Medical College and Research Institute,Irvin Road,Mysore",M.S. General Surgery,GM,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Mysore
216,3197,M14GC5,"Jaya Jagadguru Murugharajendra Medical College ,Davangere",M.D. Radio Diagnosis,2AG,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Davangere
217,3208,M47GC4,"Srinivas Institute of Medical Science and Research Centre,Shrinivasanagara,Mukka, Surathkal,Mangalore",M.D. General Medicine,GM,808858.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Mangalore
218,3218,M04GD6,"Vijayanagar Institute of Medical Sciences ,Bellary",M.S. Obstetrics and Gynecology,1G,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Bellary
219,3250,M01GD4,"Bangalore Medical College and Research Institute ,Fort, K.R Road,Bangalore",M.D. Anaesthesia,GM,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Bangalore
220,3273,M38GD6,"ESI Medical College ,Bangalore",M.S. Obstetrics and Gynecology,GM,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Bangalore
221,3288,M12GC3,"Indira Gandhi Institute of Child Health ,Bangalore",M.D. Paediatrics,2AG,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Bangalore
222,3300,M04GD5,"Vijayanagar Institute of Medical Sciences ,Bellary",M.S. General Surgery,GM,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Bellary
223,3305,M48PC5,"St. Johns Medical College,Johnnagar, Sarjapur Road,Bangalore",M.D. Radio Diagnosis,RC3,1280775.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Bangalore
224,3309,M04GD6,"Vijayanagar Institute of Medical Sciences ,Bellary",M.S. Obstetrics and Gynecology,GMH,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Bellary
225,3325,M01GD4,"Bangalore Medical College and Research Institute ,Fort, K.R Road,Bangalore",M.D. Anaesthesia,GM,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Bangalore
226,3327,M30GC5,"Navodaya Medical College ,PB No.26,Navodaya Nagar,Raichur",M.D. Radio Diagnosis,GM,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Raichur
227,3365,M25PC5,"Father Muller Institute of Med. Education and Research ,Father Muller Road,Kankanady,Mangalore",M.D. Radio Diagnosis,MC,1388744.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Mangalore
228,3426,M03GD5,"Karnataka Institute of Medical Sciences ,Hubli, Dharwad",M.S. General Surgery,GM,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Dharwad
229,3427,M43GC1,"Sapthagiri Institute of Medical Sciences ,Bangalore",M.D. Dermatology,GM,809608.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Bangalore
230,3477,M10GC4,"Bidar Institute of Medical Sciences ,Udgir Road,Bidar",M.D. General Medicine,2AH,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Bidar
231,3490,M02GD5,"Mysore Medical College and Research Institute,Irvin Road,Mysore",M.S. General Surgery,2AG,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Mysore
232,3502,M01GD1,"Bangalore Medical College and Research Institute ,Fort, K.R Road,Bangalore",M.S. Opthalamology,GM,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Bangalore
233,3525,M02GD5,"Mysore Medical College and Research Institute,Irvin Road,Mysore",M.S. General Surgery,2AG,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Mysore
234,3540,M03GC3,"Karnataka Institute of Medical Sciences ,Hubli, Dharwad",M.D. Paediatrics,3BH,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Dharwad
235,3560,M03GC7,"Karnataka Institute of Medical Sciences ,Hubli, Dharwad",M.D. Respiratory Medicine,GM,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Dharwad
236,3561,M18GC5,"Adichunchanagiri Institute of Medical Sciences ,B.G Nagar,Nagamangal Tq,Bellur, Mandya Dist. (P)",M.D. Radio Diagnosis,3AG,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Mandya
237,3565,M38GD5,"ESI Medical College ,Bangalore",M.S. General Surgery,GM,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Bangalore
238,3571,M02GD3,"Mysore Medical College and Research Institute,Irvin Road,Mysore",M.S. Orthopedics,GM,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Mysore
239,3575,M25PC1,"Father Muller Institute of Med. Education and Research ,Father Muller Road,Kankanady,Mangalore",M.D. Dermatology,GMP,1388744.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Mangalore
240,3578,M01GC2,"Bangalore Medical College and Research Institute ,Fort, K.R Road,Bangalore",M.D. Radio Therapy,GM,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Bangalore
241,3589,M01GC3,"Bangalore Medical College and Research Institute ,Fort, K.R Road,Bangalore",M.D. Paediatrics,2AG,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Bangalore
242,3591,M48PC4,"St. Johns Medical College,Johnnagar, Sarjapur Road,Bangalore",M.D. General Medicine,RC3,1240775.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Bangalore
243,3602,M08GC1,"Shimoga Institute of Medical Sciences ,Sagar Road,Shimoga",M.D. Dermatology,SCG,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Shimoga
244,3603,M03GC4,"Karnataka Institute of Medical Sciences ,Hubli, Dharwad",M.D. General Medicine,SCG,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Dharwad
245,3605,M04GC3,"Vijayanagar Institute of Medical Sciences ,Bellary",M.D. Paediatrics,GMH,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Bellary
246,3607,M02GC3,"Mysore Medical College and Research Institute,Irvin Road,Mysore",M.D. Paediatrics,2AG,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Mysore
247,3620,M16PC1,"Kempegowda Institute of Medical Sciences ,B.S.K II Stage,Bangalore",M.D. Dermatology,OPN,1388744.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Bangalore
248,3628,M06GD6,"Belgaum Institute of Medical Sciences ,Dr B R Ambedkar Road,Belgaum",M.S. Obstetrics and Gynecology,GM,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Belgaum
249,3653,M43GC5,"Sapthagiri Institute of Medical Sciences ,Bangalore",M.D. Radio Diagnosis,2AG,809608.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Bangalore
250,3665,M02GD3,"Mysore Medical College and Research Institute,Irvin Road,Mysore",M.S. Orthopedics,GM,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Mysore
251,3666,M02GD4,"Mysore Medical College and Research Institute,Irvin Road,Mysore",M.D. Anaesthesia,GM,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Mysore
252,3689,M04GC1,"Vijayanagar Institute of Medical Sciences ,Bellary",M.D. Dermatology,GMH,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Bellary
253,3715,M15GC3,"M.S.Ramaiah Medical College ,MSR Nagar, MSRIT Post,Mathikere,Bangalore",M.D. Paediatrics,GM,808858.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Bangalore
254,3720,M14GC5,"Jaya Jagadguru Murugharajendra Medical College ,Davangere",M.D. Radio Diagnosis,1G,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Davangere
255,3726,M12GC3,"Indira Gandhi Institute of Child Health ,Bangalore",M.D. Paediatrics,2BG,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Bangalore
256,3732,M54GC5,"Shridevi Institute of Medical Sciences and Research Hospital,Tumkur",M.D. Radio Diagnosis,GM,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Tumkur
